device_id,device_type,os,manufacturer,network_operator,user_id,name,age,location,data_usage,network_speed,connection_duration,session_start_time,cell_id,signal_strength,latency,jitter,packet_loss
3523,smartphone,iOS,Sony,T-Mobile,1869,James Johnston,34,"(Decimal('23.537660'), Decimal('94.065116'))",2.83,470.32,3355,2024-04-12 07:05:26.576730,107,-97.76,10.71,32.87,4.6
8596,IoT device,Windows,Sony,AT&T,9669,John Charles,78,"(Decimal('38.197546'), Decimal('24.517075'))",21.5,420.25,3381,2024-05-28 05:37:08.785771,841,-113.47,36.16,38.94,2.33
7268,IoT device,Windows,Nokia,Verizon,6862,Kenneth Brock,28,"(Decimal('77.475729'), Decimal('-1.353460'))",27.15,402.44,7109,2024-08-17 16:43:22.026409,197,-78.39,83.78,37.47,4.63
9667,IoT device,Android,Nokia,Verizon,178,Christopher Harris,43,"(Decimal('-84.7983235'), Decimal('-110.454490'))",31.74,967.53,5596,2024-07-20 09:45:47.666723,325,-84.59,85.1,36.63,3.0
9451,router,iOS,Samsung,Vodafone,5941,Jasmine Hines,54,"(Decimal('24.607861'), Decimal('-65.492863'))",7.81,581.39,6797,2024-02-03 01:46:24.752676,593,-49.06,20.35,47.29,3.76
4192,router,Android,Samsung,Vodafone,9138,Lynn Wilcox,71,"(Decimal('18.993366'), Decimal('-41.827336'))",49.31,68.93,1825,2024-01-05 01:27:40.566592,543,-61.45,18.08,39.58,3.39
8927,IoT device,iOS,Samsung,AT&T,9700,Alan Johnson,64,"(Decimal('-9.885669'), Decimal('-33.260879'))",44.15,813.51,1918,2024-01-21 08:52:46.708770,665,-106.64,45.63,29.91,0.09
9908,router,iOS,Huawei,AT&T,1020,Sean Ford,65,"(Decimal('-10.2784345'), Decimal('-127.238445'))",43.86,191.56,4419,2024-03-29 16:09:39.386784,25,-70.43,97.91,4.44,2.57
3867,smartphone,Android,Sony,Verizon,4173,Lisa Obrien,73,"(Decimal('61.963739'), Decimal('-16.624527'))",12.1,903.81,1841,2024-03-16 08:44:33.799340,107,-107.46,34.13,37.31,0.62
8088,router,Android,Apple,Vodafone,6615,Clayton Ingram,51,"(Decimal('5.010239'), Decimal('68.322449'))",42.12,10.32,3525,2024-05-15 06:23:44.385818,485,-45.8,24.01,34.61,1.71
4975,smartphone,Android,Huawei,Vodafone,4128,Mark Davis,56,"(Decimal('57.3089805'), Decimal('70.850024'))",1.24,363.93,5796,2024-09-01 00:49:56.069965,787,-115.76,9.14,19.04,0.74
2870,IoT device,Windows,Samsung,T-Mobile,3597,Audrey Summers,44,"(Decimal('-80.6408855'), Decimal('91.158881'))",18.35,324.23,5174,2024-06-12 13:28:04.684886,756,-73.41,53.44,36.88,0.76
3526,smartphone,Android,Nokia,Verizon,2080,Susan Mejia,75,"(Decimal('23.9795485'), Decimal('171.111904'))",47.37,852.53,4663,2024-01-16 01:53:07.714998,663,-65.69,42.32,7.36,2.5
3388,router,Android,Huawei,Verizon,7706,Douglas Miller,28,"(Decimal('-80.4225145'), Decimal('97.332125'))",16.9,522.27,4635,2024-03-28 01:39:09.263497,111,-64.18,64.46,37.18,3.45
7017,smartphone,Android,Huawei,T-Mobile,7735,Makayla Alexander,70,"(Decimal('62.6191995'), Decimal('-52.809285'))",18.88,556.22,7018,2024-07-22 01:50:26.068730,708,-73.39,77.47,49.34,0.86
8584,smartphone,Windows,Apple,Vodafone,8719,Alejandro Hayes,51,"(Decimal('26.8493295'), Decimal('-48.998187'))",17.67,896.39,2805,2024-07-20 23:07:42.379763,407,-87.27,76.34,40.33,0.68
4304,smartphone,Android,Samsung,Verizon,2988,Nicole Wu,58,"(Decimal('-55.5638425'), Decimal('17.936270'))",16.56,958.22,2479,2024-06-22 00:00:58.846710,875,-119.28,25.37,31.9,2.26
2303,router,iOS,Huawei,Vodafone,5261,Jason Hanson,27,"(Decimal('-28.6570365'), Decimal('157.066139'))",13.61,203.5,6495,2024-08-28 16:21:47.793441,559,-43.03,2.42,6.25,4.72
1376,router,Android,Apple,T-Mobile,2890,Lisa Martinez,40,"(Decimal('-53.4006095'), Decimal('23.344918'))",3.47,338.7,3626,2024-04-04 21:55:22.131050,430,-79.03,55.52,16.33,3.42
1541,router,Android,Samsung,AT&T,6452,Nicole Manning,18,"(Decimal('81.2550915'), Decimal('131.378301'))",0.26,54.34,4909,2024-01-24 09:13:37.825963,112,-93.29,16.1,36.07,4.88
3797,smartphone,Android,Huawei,AT&T,5030,Karen Jackson,41,"(Decimal('-88.6823855'), Decimal('148.563043'))",48.94,110.57,6662,2024-05-25 10:51:13.708141,586,-51.21,27.96,8.07,3.93
2288,smartphone,iOS,Huawei,AT&T,8593,Brandon Anderson,39,"(Decimal('-24.833011'), Decimal('-47.003769'))",29.52,817.81,6140,2024-07-20 02:47:54.741480,929,-118.3,96.79,25.57,3.3
3152,smartphone,Android,Huawei,Vodafone,5144,Erika Wolfe,24,"(Decimal('-18.994247'), Decimal('-130.484674'))",9.24,710.45,5381,2024-08-19 10:57:05.572332,639,-111.12,58.11,14.98,3.22
4238,router,iOS,Apple,T-Mobile,5753,Danielle Armstrong,79,"(Decimal('28.777984'), Decimal('-23.053087'))",29.62,983.98,1263,2024-02-15 08:06:44.051696,782,-106.18,57.04,10.79,2.35
7709,router,iOS,Huawei,Vodafone,7087,Jacob Santos,74,"(Decimal('85.819369'), Decimal('107.549131'))",14.11,505.03,3772,2024-02-08 12:14:39.095519,987,-62.22,26.86,7.04,4.23
9568,IoT device,iOS,Huawei,Verizon,9721,Crystal Lewis DDS,76,"(Decimal('-10.249684'), Decimal('128.423114'))",21.62,42.24,3556,2024-09-04 14:08:47.205419,496,-44.03,33.88,42.36,2.39
6775,smartphone,Android,Sony,T-Mobile,6386,Jon Holmes,61,"(Decimal('-9.870106'), Decimal('-151.434635'))",35.63,679.3,3368,2024-08-31 15:54:39.044290,130,-70.2,20.39,13.29,0.5
1785,IoT device,Android,Sony,T-Mobile,1509,Tammy Williams,63,"(Decimal('60.375259'), Decimal('-47.172112'))",35.1,661.89,4345,2024-08-26 01:14:04.344422,887,-111.83,96.76,49.9,4.45
4180,IoT device,Windows,Nokia,Verizon,4241,Danny Rose,22,"(Decimal('37.947770'), Decimal('71.290410'))",23.76,456.42,6969,2024-02-16 11:37:27.931654,943,-113.32,9.76,9.27,2.64
4888,IoT device,iOS,Apple,Vodafone,5464,Emily Combs,42,"(Decimal('13.348574'), Decimal('150.432576'))",17.63,966.32,7142,2024-03-26 15:51:00.573507,570,-99.15,59.31,15.31,4.89
5867,IoT device,Windows,Sony,AT&T,2037,Peter Gregory,70,"(Decimal('21.813097'), Decimal('-77.370432'))",18.71,953.13,1248,2024-02-11 17:37:22.148442,854,-45.46,19.99,49.7,3.39
8326,smartphone,Android,Huawei,AT&T,7567,Theresa Edwards,53,"(Decimal('40.736291'), Decimal('19.292718'))",21.13,573.33,5891,2024-05-14 20:35:44.975421,858,-108.72,51.64,24.06,1.52
5570,IoT device,iOS,Apple,Vodafone,4663,Alice Osborn,27,"(Decimal('-54.2394225'), Decimal('174.411076'))",19.58,198.35,702,2024-09-19 05:44:08.471722,28,-68.54,81.59,20.46,0.31
6515,smartphone,Android,Nokia,Verizon,5574,Leroy Collins,38,"(Decimal('86.191602'), Decimal('86.421056'))",20.64,614.4,3162,2024-03-04 16:19:09.787972,705,-53.46,60.86,46.39,3.4
8510,smartphone,Android,Samsung,Verizon,5491,Kenneth Kelly,30,"(Decimal('-73.8468725'), Decimal('-170.308987'))",46.07,422.71,6070,2024-06-04 14:35:31.422809,292,-106.72,72.51,0.24,4.16
4170,router,Windows,Nokia,T-Mobile,8562,Carla Perez,79,"(Decimal('11.1904155'), Decimal('125.176220'))",20.35,606.7,2772,2024-05-03 11:35:02.751961,841,-62.75,59.0,37.89,0.46
6519,IoT device,iOS,Samsung,Vodafone,6882,Amber Cox,44,"(Decimal('28.483736'), Decimal('55.813802'))",4.68,870.4,4489,2024-06-15 13:17:36.203321,640,-74.64,71.69,6.55,3.86
4648,IoT device,Android,Huawei,T-Mobile,4474,Jacqueline Rich,24,"(Decimal('-80.0768435'), Decimal('55.562710'))",48.35,605.07,3820,2024-08-21 15:43:16.883952,821,-107.58,92.87,27.51,4.91
4366,smartphone,Android,Sony,Vodafone,7574,Wendy Mclean,37,"(Decimal('-26.948561'), Decimal('150.979871'))",28.56,310.99,5284,2024-02-01 02:16:39.320102,511,-61.26,93.69,0.28,1.11
1930,router,iOS,Huawei,Vodafone,3884,Mary Robinson,60,"(Decimal('-81.866649'), Decimal('64.725799'))",7.25,318.11,1594,2024-07-11 23:23:51.824407,172,-100.58,67.15,1.54,0.58
7371,IoT device,Android,Samsung,T-Mobile,9961,Whitney Harris,78,"(Decimal('-38.5326605'), Decimal('-132.427689'))",17.74,566.91,4751,2024-02-08 02:09:17.297208,913,-73.45,44.42,27.8,1.74
4329,smartphone,iOS,Nokia,T-Mobile,262,George Cook,73,"(Decimal('-9.468333'), Decimal('-79.879275'))",4.79,38.98,7167,2024-05-24 08:52:01.896957,916,-41.81,69.67,5.41,4.28
3559,smartphone,Android,Samsung,Verizon,4702,Robin Olson,67,"(Decimal('35.5175315'), Decimal('76.988902'))",12.96,993.67,6729,2024-03-16 18:15:43.680356,317,-48.97,4.03,19.71,3.03
4432,router,iOS,Apple,T-Mobile,9225,Stephanie Sanders,76,"(Decimal('-11.832622'), Decimal('41.581829'))",14.54,155.37,254,2024-01-23 07:49:54.972872,937,-111.05,1.58,26.33,1.57
2686,smartphone,Android,Huawei,Vodafone,6890,Jordan Willis,41,"(Decimal('-35.9576625'), Decimal('-41.302127'))",1.27,405.53,2378,2024-05-04 01:40:18.553184,386,-97.06,32.55,48.06,3.83
2869,IoT device,iOS,Huawei,Vodafone,5984,Megan Fisher,19,"(Decimal('10.2904785'), Decimal('-139.416101'))",43.37,278.95,3724,2024-01-11 13:01:48.962365,749,-84.94,72.26,8.63,4.14
6216,smartphone,Windows,Sony,T-Mobile,6185,Victor Clark,54,"(Decimal('23.9680125'), Decimal('-58.128287'))",22.38,669.31,5281,2024-01-31 00:03:40.622836,252,-55.32,76.48,16.54,0.19
8987,smartphone,Android,Sony,Vodafone,2351,Charles Scott,18,"(Decimal('-73.731875'), Decimal('170.178049'))",5.48,569.01,1550,2024-09-19 13:30:39.516459,621,-119.07,82.26,48.96,4.28
8820,IoT device,Android,Apple,Verizon,1395,Christina Carlson,71,"(Decimal('-59.7460895'), Decimal('80.166158'))",0.97,602.51,2109,2024-02-07 06:38:43.543806,568,-98.47,99.06,29.7,4.82
3680,smartphone,Windows,Sony,AT&T,2826,Danny Lyons,31,"(Decimal('-75.752494'), Decimal('6.830064'))",31.29,993.26,2910,2024-07-27 04:41:26.091302,913,-40.25,71.6,42.57,0.1
4057,router,Android,Sony,Verizon,2738,Jade Evans,73,"(Decimal('49.495013'), Decimal('-153.486726'))",14.13,912.85,3302,2024-07-29 22:33:03.326460,62,-68.12,82.21,44.33,3.59
2711,router,iOS,Samsung,Verizon,3149,Blake Lucas,68,"(Decimal('85.2804465'), Decimal('169.276395'))",9.73,854.18,3648,2024-06-21 01:31:10.617961,37,-116.69,39.41,23.21,2.2
6548,router,Windows,Apple,AT&T,6911,Xavier Collins,71,"(Decimal('34.668702'), Decimal('75.117388'))",44.76,684.16,4402,2024-01-20 02:05:07.772130,179,-73.58,44.9,17.63,4.3
1531,router,iOS,Nokia,AT&T,5815,Michelle Patel,25,"(Decimal('-65.0408615'), Decimal('127.426107'))",8.41,567.24,2534,2024-09-01 17:44:20.145095,160,-62.22,87.06,32.36,2.12
3153,router,iOS,Nokia,T-Mobile,3297,Joseph Gilbert,59,"(Decimal('-69.610041'), Decimal('89.746584'))",8.2,881.6,1063,2024-06-11 00:18:03.645670,133,-100.26,54.74,21.51,4.97
2529,smartphone,Windows,Huawei,T-Mobile,9559,Douglas Jones,35,"(Decimal('-35.0209025'), Decimal('124.970605'))",6.81,507.41,1931,2024-02-18 01:44:50.933815,729,-109.71,73.91,0.6,1.99
8930,router,Android,Huawei,Vodafone,5491,Becky Vasquez,36,"(Decimal('49.6735315'), Decimal('-79.337454'))",43.04,55.46,1070,2024-07-26 21:59:39.890411,739,-69.99,54.72,18.66,1.84
8742,router,iOS,Nokia,Verizon,6474,Luis Scott,67,"(Decimal('-6.706064'), Decimal('52.161224'))",6.28,618.12,7018,2024-07-08 01:46:29.995777,173,-50.67,20.73,25.97,4.95
4011,router,Android,Nokia,Vodafone,3266,Krystal Hoffman,36,"(Decimal('-66.363852'), Decimal('89.128864'))",44.2,299.59,5382,2024-09-15 11:16:43.358326,104,-63.32,1.07,32.79,1.22
8243,router,Android,Sony,Verizon,3903,Courtney Johnson,38,"(Decimal('-88.370658'), Decimal('82.305618'))",26.39,714.26,1653,2024-05-15 08:32:21.155860,543,-56.32,42.5,46.81,2.69
8501,IoT device,Windows,Apple,Vodafone,2897,Nancy Johnson,59,"(Decimal('-72.897938'), Decimal('-89.500613'))",10.45,31.11,7131,2024-06-21 19:56:11.829271,193,-70.5,27.07,9.51,2.17
2230,IoT device,Android,Huawei,T-Mobile,7812,Larry Fitzgerald,67,"(Decimal('63.8471465'), Decimal('-146.814181'))",23.6,838.76,5345,2024-07-17 14:08:16.915513,717,-64.42,15.48,44.4,1.25
8049,smartphone,iOS,Samsung,AT&T,2529,Cristina Collier,65,"(Decimal('23.7388225'), Decimal('-106.447628'))",47.18,546.25,3818,2024-04-04 11:53:48.529317,584,-74.69,58.41,37.51,3.41
3998,router,Android,Nokia,Vodafone,5325,April Harrell,55,"(Decimal('-84.509732'), Decimal('-80.217347'))",24.47,772.55,5016,2024-04-21 18:14:19.311384,843,-92.41,33.01,19.09,4.29
7231,router,iOS,Samsung,T-Mobile,1609,Steven Stuart,50,"(Decimal('74.2170125'), Decimal('66.358780'))",38.37,343.04,3857,2024-05-03 08:24:39.458139,2,-89.08,73.76,17.76,4.2
3871,router,Android,Sony,T-Mobile,3093,Shelia Jackson,41,"(Decimal('84.0709965'), Decimal('-89.576191'))",15.42,513.06,3007,2024-03-21 22:47:46.328166,696,-56.96,33.25,6.05,0.44
1892,IoT device,iOS,Huawei,T-Mobile,5767,Christina Burns,37,"(Decimal('-74.842495'), Decimal('3.282445'))",38.31,966.07,2825,2024-08-11 09:32:04.070729,460,-67.95,36.66,9.14,4.13
4283,smartphone,Windows,Huawei,Vodafone,4122,Vanessa Woods,31,"(Decimal('-86.3807225'), Decimal('-119.707575'))",10.29,284.87,614,2024-05-25 21:01:40.175892,94,-84.93,68.9,20.96,2.21
2177,smartphone,Android,Sony,T-Mobile,5204,Peggy Good,70,"(Decimal('-82.4444325'), Decimal('54.076109'))",11.69,399.2,223,2024-01-21 05:05:35.235455,126,-77.83,87.24,11.45,3.6
2738,smartphone,Windows,Nokia,Vodafone,9253,Christopher Ayala,53,"(Decimal('-29.749011'), Decimal('-160.861005'))",29.78,649.08,2477,2024-03-24 18:35:57.397800,720,-66.37,14.34,13.42,1.93
3911,router,Windows,Samsung,Vodafone,3723,Barbara Horn,41,"(Decimal('40.9469105'), Decimal('-151.006296'))",37.95,838.03,6849,2024-07-19 06:06:58.444054,565,-56.33,17.19,14.87,3.58
9806,IoT device,Windows,Huawei,Verizon,4685,Matthew Collins,41,"(Decimal('-49.8069435'), Decimal('-19.625882'))",1.81,343.24,864,2024-03-05 02:12:04.428018,213,-57.22,77.71,10.51,4.93
7024,smartphone,iOS,Sony,T-Mobile,2764,Mr. Carl Wilcox,57,"(Decimal('-72.535694'), Decimal('145.181456'))",7.89,722.45,2350,2024-05-07 13:38:10.692720,661,-71.71,69.51,40.87,1.81
3092,IoT device,iOS,Apple,Verizon,7046,Cheryl Perez,24,"(Decimal('3.734114'), Decimal('-77.910118'))",4.1,266.0,4626,2024-02-07 01:28:05.908070,632,-116.24,28.27,23.0,1.89
2689,IoT device,iOS,Apple,Vodafone,4529,Robert Gomez,65,"(Decimal('-30.605749'), Decimal('-19.684892'))",12.61,853.92,562,2024-03-26 05:35:10.477959,65,-82.46,60.14,33.86,4.73
3549,IoT device,Android,Apple,Verizon,2000,Peter Rodriguez,64,"(Decimal('76.556230'), Decimal('-45.879645'))",45.78,720.85,2145,2024-07-06 21:11:15.474579,565,-51.7,10.28,48.43,3.06
1370,router,iOS,Sony,Verizon,6307,Ann David,64,"(Decimal('24.716971'), Decimal('40.993208'))",22.67,16.74,3763,2024-01-15 02:18:06.967647,914,-119.03,31.22,41.07,1.14
4724,smartphone,Windows,Samsung,AT&T,9154,Robert Santos,23,"(Decimal('-32.965408'), Decimal('-37.721308'))",6.46,442.55,4314,2024-02-17 13:50:38.529975,447,-76.91,52.92,48.0,0.68
7111,router,Windows,Huawei,Verizon,8953,Mason Tucker,49,"(Decimal('84.184981'), Decimal('111.598464'))",44.14,861.73,4891,2024-03-04 07:11:46.596911,568,-81.02,26.19,30.76,3.83
9465,smartphone,Windows,Nokia,Vodafone,4952,Michael Grant,52,"(Decimal('45.3830155'), Decimal('78.924662'))",48.65,696.93,6041,2024-09-25 02:38:45.360629,969,-40.73,42.82,44.6,4.35
1171,smartphone,Windows,Sony,T-Mobile,3486,Crystal Cunningham,23,"(Decimal('-46.732203'), Decimal('163.487126'))",0.79,819.89,506,2024-01-27 14:04:30.640133,495,-50.67,97.54,22.82,1.57
1821,router,iOS,Samsung,T-Mobile,4505,Devin Taylor,75,"(Decimal('-1.591701'), Decimal('-172.066943'))",20.73,297.01,727,2024-05-22 16:56:48.728589,639,-87.97,74.27,18.71,0.48
9118,router,iOS,Apple,AT&T,212,Mark Watson,67,"(Decimal('-82.247977'), Decimal('-175.823822'))",32.84,866.78,5192,2024-04-17 22:37:43.528071,708,-45.04,9.42,15.25,3.28
6723,smartphone,Android,Nokia,T-Mobile,9028,Brandy Sanchez,35,"(Decimal('-23.7154015'), Decimal('-25.962524'))",37.16,422.01,6613,2024-01-09 05:53:22.003247,242,-112.78,73.84,40.33,0.01
3098,smartphone,Windows,Sony,Verizon,4481,Dawn Stokes,51,"(Decimal('31.2630395'), Decimal('-44.689372'))",29.57,256.93,3927,2024-06-16 15:59:27.789109,302,-109.37,3.42,33.11,4.58
8989,IoT device,iOS,Huawei,Vodafone,9614,David Buchanan,43,"(Decimal('-77.469639'), Decimal('-61.493928'))",23.89,526.23,6969,2024-08-05 17:54:56.503947,967,-88.42,68.36,34.59,3.12
7390,smartphone,Windows,Apple,Verizon,5916,Janet Anderson,30,"(Decimal('-28.1770945'), Decimal('52.913308'))",1.35,872.46,1715,2024-03-14 16:05:42.423385,308,-118.69,87.36,7.6,0.1
3736,router,iOS,Nokia,T-Mobile,8896,Jane Gray,20,"(Decimal('87.013904'), Decimal('73.980214'))",34.56,992.8,4497,2024-02-12 15:02:28.507707,575,-78.64,67.93,27.25,3.02
9076,smartphone,Windows,Huawei,T-Mobile,3735,Kayla Weber,77,"(Decimal('-6.0980525'), Decimal('-28.931532'))",16.74,848.88,902,2024-02-19 15:47:52.042873,484,-74.98,84.91,30.38,0.74
7154,smartphone,Windows,Samsung,T-Mobile,9943,Shawn Gillespie,43,"(Decimal('-12.0990865'), Decimal('76.081547'))",32.99,281.96,5329,2024-06-20 02:28:27.684841,490,-63.54,26.16,48.13,4.02
3943,smartphone,iOS,Nokia,AT&T,9883,Michele Mccann,26,"(Decimal('-65.664150'), Decimal('-141.466439'))",29.07,852.79,5906,2024-04-05 01:21:41.068089,654,-52.04,78.88,29.8,4.15
3082,smartphone,Windows,Huawei,Verizon,9401,Paul Turner,46,"(Decimal('19.3188595'), Decimal('126.311120'))",36.08,427.42,5527,2024-08-21 19:29:19.652136,169,-87.64,18.81,25.29,4.73
4476,IoT device,Android,Huawei,Vodafone,5405,Catherine Espinoza,42,"(Decimal('17.210259'), Decimal('103.121816'))",47.64,592.74,2521,2024-07-10 16:02:05.417904,426,-118.05,34.09,38.09,1.09
9410,IoT device,Windows,Huawei,T-Mobile,5228,William Terry,70,"(Decimal('-55.265597'), Decimal('-151.487224'))",0.66,159.97,4433,2024-02-03 19:54:33.833745,31,-62.45,18.11,16.41,2.84
4554,router,Windows,Nokia,Verizon,6211,Cheryl Meyers,51,"(Decimal('49.0685965'), Decimal('-52.068973'))",18.5,503.14,3590,2024-03-16 10:07:08.117120,525,-100.05,85.6,46.42,4.87
1259,smartphone,Android,Samsung,AT&T,5142,Ms. Christina Castillo,30,"(Decimal('-24.872143'), Decimal('-143.349704'))",23.49,848.81,6181,2024-01-12 18:42:21.178868,1000,-84.59,60.64,36.28,3.0
7570,smartphone,Android,Nokia,AT&T,1109,Eric Baker,38,"(Decimal('35.824194'), Decimal('-173.874953'))",18.25,744.75,6928,2024-01-15 09:37:39.081386,267,-75.54,69.11,39.02,0.2
8658,smartphone,Android,Sony,AT&T,4983,Jeffrey Warren,69,"(Decimal('-54.9514325'), Decimal('158.717509'))",29.17,705.65,3323,2024-04-27 11:07:21.198098,576,-43.09,97.69,38.41,4.49
2025,smartphone,Windows,Sony,Vodafone,4366,Rodney Phillips,75,"(Decimal('83.417302'), Decimal('-115.843854'))",45.4,230.41,5692,2024-07-09 07:39:24.296793,396,-71.48,16.14,1.68,4.52
4603,smartphone,iOS,Huawei,Verizon,7743,Andrea Guerrero,26,"(Decimal('-48.119583'), Decimal('58.758831'))",21.29,521.75,6934,2024-09-13 16:45:11.615192,861,-57.76,67.2,30.73,4.9
8472,router,Windows,Sony,Verizon,4582,Kayla Evans,52,"(Decimal('52.3799365'), Decimal('-54.390327'))",14.41,199.15,4940,2024-02-15 09:22:08.341172,877,-51.48,3.18,38.82,4.34
7104,smartphone,Android,Huawei,T-Mobile,807,Ashley Santos,20,"(Decimal('-70.9320235'), Decimal('130.403311'))",47.78,955.4,7191,2024-02-24 04:50:15.407831,552,-73.84,80.1,13.81,1.33
7178,smartphone,Windows,Apple,T-Mobile,3193,Jenna Snyder,22,"(Decimal('-56.7218005'), Decimal('38.716112'))",30.32,429.69,398,2024-06-07 19:01:10.346566,97,-115.91,44.51,13.23,4.84
3354,smartphone,Android,Sony,T-Mobile,7629,Dawn Crawford,55,"(Decimal('73.695193'), Decimal('-162.982426'))",31.02,404.26,2945,2024-04-26 08:17:47.326515,617,-67.48,90.55,43.6,1.66
6310,smartphone,Windows,Nokia,Verizon,6330,Jessica Lee,47,"(Decimal('66.386915'), Decimal('165.399374'))",40.15,561.54,6370,2024-05-09 14:34:40.628914,423,-46.08,2.77,33.78,2.04
7181,IoT device,Android,Huawei,AT&T,9224,Denise Allen,53,"(Decimal('-33.7852085'), Decimal('-77.363962'))",49.37,183.0,5244,2024-04-30 00:34:47.654224,231,-107.86,23.29,39.78,2.7
8013,IoT device,iOS,Samsung,Vodafone,9630,Mary Macdonald,78,"(Decimal('15.6174865'), Decimal('-88.043098'))",3.49,344.55,5343,2024-05-12 16:34:49.516463,198,-70.01,24.54,34.34,3.97
3164,router,iOS,Nokia,Verizon,3241,Julie Morris,56,"(Decimal('31.883670'), Decimal('-61.794598'))",49.32,373.04,3751,2024-08-15 22:07:52.983795,832,-57.39,53.11,4.53,2.54
6611,router,iOS,Nokia,Vodafone,7838,Gary Brewer,77,"(Decimal('-51.615965'), Decimal('83.526186'))",13.03,555.41,472,2024-08-18 13:14:00.585090,193,-49.96,2.35,21.45,0.47
1318,IoT device,Android,Huawei,T-Mobile,4206,Brandon Lee,35,"(Decimal('81.5737945'), Decimal('-7.706000'))",42.23,83.45,1706,2024-01-04 00:28:16.355978,150,-74.53,44.75,13.01,2.36
3927,IoT device,iOS,Huawei,AT&T,7590,Mr. Michael Burch,65,"(Decimal('-74.4298045'), Decimal('-70.604270'))",12.4,705.4,6967,2024-02-18 01:36:04.110014,936,-118.54,95.65,19.08,0.95
9042,IoT device,Windows,Apple,AT&T,3781,Christopher Palmer,73,"(Decimal('13.725152'), Decimal('130.882871'))",31.33,136.18,2402,2024-04-07 20:38:05.487342,24,-66.49,14.74,40.47,4.56
7778,router,Windows,Apple,Verizon,8839,Jacob Burke,71,"(Decimal('-9.216273'), Decimal('-176.494061'))",15.52,703.58,2312,2024-06-22 05:43:11.117424,218,-68.02,43.14,8.87,3.26
6697,router,Windows,Samsung,AT&T,8844,Lacey Gilbert,51,"(Decimal('-2.465790'), Decimal('112.335424'))",29.56,241.02,4977,2024-06-08 23:34:44.463920,186,-67.94,58.53,41.29,2.45
3368,router,Android,Huawei,Vodafone,6438,David Hayes,55,"(Decimal('-24.7607735'), Decimal('-6.825976'))",47.57,845.05,6191,2024-01-29 21:59:30.396089,142,-61.83,55.99,31.22,3.55
9434,IoT device,Windows,Apple,T-Mobile,6281,Seth Henson,55,"(Decimal('-45.293297'), Decimal('-18.952490'))",5.4,160.55,5931,2024-05-22 00:14:16.354002,434,-49.08,34.32,36.44,4.49
5169,smartphone,Android,Samsung,T-Mobile,2773,Sean Taylor,27,"(Decimal('-51.2504245'), Decimal('-84.812930'))",33.98,400.46,5425,2024-08-23 17:18:37.295406,124,-73.47,15.92,48.81,3.01
2420,IoT device,Android,Nokia,AT&T,5658,Amanda Yates,74,"(Decimal('1.2066495'), Decimal('-34.653350'))",5.88,557.1,5768,2024-07-13 16:07:45.223458,691,-101.87,94.39,35.68,3.67
2100,smartphone,Android,Huawei,T-Mobile,956,Monica Figueroa,57,"(Decimal('7.2986615'), Decimal('37.164152'))",27.85,944.41,3050,2024-07-15 08:07:10.757751,109,-94.97,41.5,5.4,1.02
8325,smartphone,iOS,Huawei,Verizon,3273,Taylor Ballard,64,"(Decimal('-5.1485255'), Decimal('-24.315717'))",22.97,478.15,5715,2024-07-05 10:34:20.401347,671,-111.81,88.32,39.43,4.6
6456,IoT device,iOS,Apple,Vodafone,590,Jared Morris,20,"(Decimal('7.190418'), Decimal('125.629610'))",10.71,373.76,4591,2024-03-30 23:56:39.301619,665,-63.98,74.3,28.96,1.86
8674,IoT device,Windows,Apple,Verizon,9805,Lauren Monroe,68,"(Decimal('-25.9064205'), Decimal('-161.122506'))",12.53,307.3,650,2024-09-16 13:58:13.607123,879,-108.76,35.47,31.79,3.46
5053,IoT device,Windows,Huawei,T-Mobile,192,Phillip Knight,33,"(Decimal('67.563206'), Decimal('-126.731477'))",28.81,620.94,3600,2024-06-06 06:43:50.222184,906,-59.31,14.42,30.6,1.72
2037,router,Windows,Samsung,AT&T,2040,Joseph Richardson,67,"(Decimal('43.8286745'), Decimal('59.753829'))",25.01,322.43,4228,2024-02-27 01:09:32.652650,6,-91.06,57.0,39.2,0.48
2357,IoT device,Android,Apple,AT&T,4004,Paige Rivera,46,"(Decimal('43.3662435'), Decimal('-146.053647'))",8.22,702.46,1191,2024-07-29 11:02:12.052492,661,-46.99,12.29,47.09,3.48
4909,smartphone,Android,Samsung,AT&T,1610,Keith Stevens,49,"(Decimal('-44.690940'), Decimal('-20.384121'))",15.41,588.2,2860,2024-04-22 04:11:25.148674,485,-61.43,9.21,31.73,0.88
1280,IoT device,iOS,Apple,T-Mobile,1377,Rebecca Banks,60,"(Decimal('-40.885679'), Decimal('-67.984187'))",17.14,618.07,6002,2024-03-10 13:40:15.723639,333,-105.95,98.99,21.11,2.06
1128,IoT device,Windows,Samsung,T-Mobile,9187,Richard Reed,68,"(Decimal('34.377065'), Decimal('137.340760'))",1.46,151.49,4898,2024-08-09 20:58:11.308019,25,-86.77,18.85,29.12,3.44
6100,IoT device,Windows,Apple,Verizon,5805,Daniel Lamb,69,"(Decimal('82.0280875'), Decimal('130.909710'))",35.51,124.48,1757,2024-02-18 21:46:24.179542,405,-42.74,83.2,18.63,4.62
3444,IoT device,iOS,Samsung,Vodafone,4626,Melissa Jennings,42,"(Decimal('11.410672'), Decimal('-99.508277'))",6.11,554.82,6639,2024-05-21 07:12:39.387053,24,-94.51,26.71,3.59,1.43
